SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
MAHESHWARI,EQ,MAHESHWARI LOGISTICS LTD.,54.5,56.4,54.5,55.45,13167,734111.52,20260529,55.45000000000001,55.45,55.45000000000002,55.45000000000002,55.45,1.4210854715202004e-14,2.5628232128407585e-14,Narrow,Bullish,Inside CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,511615.395,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABB,EQ,ABB INDIA LIMITED,7280.0,7340.0,7121.0,7253.0,1105117,8009166434.0,20260529,7238.0,7230.5,7245.5,7245.5,7230.5,15.0,0.206810974769061,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.3333333333333333,6,2894360471.75,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NUVAMA,EQ,NUVAMA WEALTH MANAGE LTD,1538.0,1577.3,1522.2,1554.6,665522,1039981256.2,20260529,1551.3666666666668,1549.75,1552.9833333333336,1552.9833333333336,1549.75,3.233333333333576,0.2079849050130951,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.5,6,585605494.95,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCI,EQ,TRANSPORT CORPN OF INDIA,908.7,929.45,904.2,919.7,76472,70321948.05,20260529,917.7833333333334,916.825,918.7416666666668,918.7416666666668,916.825,1.9166666666667425,0.2084012902758228,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,40486643.05,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BLUESTONE,EQ,BLUESTONE JEWEL LFSTL LTD,468.05,489.75,466.4,479.6,1663503,797016804.35,20260529,478.5833333333333,478.075,479.0916666666666,479.0916666666666,478.075,1.0166666666666515,0.2119822073950482,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,41354128.975,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KANANIIND,EQ,KANANI INDUSTRIES LTD,1.56,1.57,1.54,1.56,100479,156344.45,20260529,1.5566666666666666,1.5550000000000002,1.5583333333333331,1.5583333333333331,1.5550000000000002,0.0033333333333329,0.2136752136751901,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,6,192513.765,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
XELPMOC,EQ,XELPMOC DESIGN & TECH LTD,104.85,104.85,100.2,102.86,8333,853464.74,20260529,102.63666666666668,102.525,102.74833333333332,102.74833333333332,102.525,0.2233333333333291,0.2171235984185583,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,1585207.3450000002,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LTD,312.15,315.7,310.75,314.25,11460,3589548.45,20260529,313.56666666666666,313.225,313.9083333333333,313.9083333333333,313.225,0.6833333333332803,0.2174489525324678,Narrow,Bullish,Above CPR,Cash Only,Hotels & Tourism,True,False,0.3333333333333333,6,5067042.5,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRAKASHSTL,EQ,PRAKASH STEELAGE LTD,4.45,4.59,4.44,4.53,158722,714828.38,20260529,4.5200000000000005,4.515000000000001,4.525,4.525,4.515000000000001,0.0099999999999997,0.2207505518763749,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.5,6,631414.4550000001,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SENORES,EQ,SENORES PHARMACEUTICALS L,1128.9,1134.0,1099.8,1120.65,253196,282142909.9,20260529,1118.15,1116.9,1119.4,1119.4,1116.9,2.5,0.2230848168473653,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,6,294509204.29999995,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RUSTOMJEE,EQ,KEYSTONE REALTORS LIMITED,395.0,401.8,391.4,397.95,17033,6765701.45,20260529,397.05,396.6,397.5,397.5,396.6,0.8999999999999773,0.2261590652091914,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,8184197.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAMAPHO,EQ,RAMA PHOSPHATES LIMITED,120.85,124.82,120.05,122.86,38821,4755978.45,20260529,122.57666666666668,122.435,122.71833333333332,122.71833333333332,122.435,0.2833333333333314,0.2306147919040627,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.5,6,4531999.615,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,476.1,488.7,476.1,484.1,62462,30186174.8,20260529,482.9666666666667,482.4,483.5333333333334,483.5333333333334,482.4,1.1333333333334394,0.2341114094884196,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,6,47420150.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KIRIINDUS,EQ,KIRI INDUSTRIES LIMITED,404.0,420.0,401.1,412.0,397466,163951383.45,20260529,411.0333333333333,410.55,411.5166666666666,411.5166666666666,410.55,0.9666666666665832,0.2346278317151901,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,63065596.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AYE,EQ,AYE FINANCE LIMITED,145.79,148.61,140.28,144.96,932574,135477375.06,20260529,144.61666666666667,144.445,144.78833333333336,144.78833333333336,144.445,0.3433333333333621,0.2368469462840522,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,182482743.57,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ICIL,EQ,INDO COUNT INDUSTRIES LTD,312.0,316.0,305.95,312.1,383976,119881939.9,20260529,311.35,310.975,311.725,311.725,310.975,0.75,0.2403075937199615,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,128673776.9,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LIBAS,EQ,LIBAS CONSU PRODUCTS LTD,12.74,12.75,12.02,12.43,21242,265373.33,20260529,12.4,12.385,12.415,12.415,12.385,0.0300000000000011,0.2413515687852062,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.5,6,404553.62,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DWARKESH,EQ,DWARIKESH SUGAR IND LTD,43.22,44.9,43.06,44.14,1063432,46575644.56,20260529,44.03333333333334,43.98,44.08666666666667,44.08666666666667,43.98,0.1066666666666691,0.2416553390726531,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,6,34314257.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TECHM,EQ,TECH MAHINDRA LIMITED,1476.9,1496.6,1460.1,1483.9,3955137,5868264635.5,20260529,1480.2,1478.35,1482.0500000000002,1482.0500000000002,1478.35,3.700000000000273,0.2493429476379993,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.5,6,1965759540.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FOCUS,EQ,FOCUS LIGHTG & FIXTRS LTD,81.0,84.08,80.9,82.8,170917,14121505.96,20260529,82.59333333333335,82.49000000000001,82.69666666666669,82.69666666666669,82.49000000000001,0.2066666666666776,0.2495974235104802,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,6,7810573.075,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIPIND,EQ,VIP INDUSTRIES LTD,296.35,303.95,292.6,299.4,2927910,877537546.6,20260529,298.65,298.275,299.025,299.025,298.275,0.75,0.250501002004008,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,99374211.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WELSPLSOL,EQ,WELSPUN SPECIALTY SOL L,41.9,43.19,41.61,42.56,308061,13062695.03,20260529,42.45333333333333,42.4,42.50666666666667,42.50666666666667,42.4,0.1066666666666691,0.2506265664160458,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,8563484.155000001,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GODIGIT,EQ,GO DIGIT GENERAL INS LTD,301.0,308.35,300.35,305.5,790077,240478190.7,20260529,304.7333333333333,304.35,305.1166666666667,305.1166666666667,304.35,0.7666666666666515,0.2509547190398205,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.8333333333333334,6,47831807.9,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHYAMMETL,EQ,SHYAM METALICS AND ENGY L,971.45,979.3,960.05,973.35,1082414,1049582698.3,20260529,970.9,969.675,972.125,972.125,969.675,2.450000000000045,0.2517080186983146,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.5,6,1053575482.6,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIKASECO,EQ,VIKAS ECOTECH LIMITED,1.31,1.31,1.28,1.3,1350943,1756241.44,20260529,1.2966666666666666,1.295,1.2983333333333331,1.2983333333333331,1.295,0.0033333333333334,0.2564102564102623,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,2241432.49,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORCHPHARMA,EQ,ORCHID PHARMA LIMITED,750.9,828.0,750.9,792.5,290120,231904500.25,20260529,790.4666666666667,789.45,791.4833333333333,791.4833333333333,789.45,2.033333333333303,0.2565720294426881,Moderate,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,0.1666666666666666,6,72476863.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORIENTPPR,EQ,ORIENT PAPER AND INDS LTD,17.85,18.35,17.85,18.17,247490,4471043.94,20260529,18.12333333333333,18.1,18.14666666666667,18.14666666666667,18.1,0.0466666666666668,0.2568336085122006,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,4837381.085000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SPENCERS,EQ,SPENCER S RETAIL LIMITED,36.9,37.41,36.9,37.3,41865,1558218.16,20260529,37.20333333333333,37.155,37.251666666666665,37.251666666666665,37.155,0.096666666666664,0.2591599642537909,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,1808398.0,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KNAGRI,EQ,KN AGRI RESOURCES LIMITED,191.73,195.4,186.58,191.74,41230,7915721.67,20260529,191.24,190.99,191.49,191.49,190.99,0.5,0.2607697924272452,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,3350271.1050000004,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SANSTAR,EQ,SANSTAR LIMITED,119.0,121.99,113.6,118.26,2348652,279363130.97,20260529,117.95,117.795,118.105,118.105,117.795,0.3100000000000023,0.2621342803991224,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,178731422.74,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHBAJRG,EQ,SHRI BAJRANG ALLIANCE L,158.0,161.45,153.5,158.1,859,135377.36,20260529,157.6833333333333,157.475,157.89166666666662,157.89166666666662,157.475,0.4166666666666287,0.2635462787265204,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,377005.51,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VMM,EQ,VISHAL MEGA MART LIMITED,121.99,122.27,120.29,121.77,18362913,2235026986.58,20260529,121.44333333333331,121.28,121.60666666666664,121.60666666666664,121.28,0.3266666666666538,0.2682653089157049,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,0.5,6,807228733.99,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BOROSCI,EQ,BOROSIL SCIENTIFIC LTD,150.5,151.8,147.01,150.01,122276,18366339.74,20260529,149.60666666666663,149.405,149.8083333333333,149.8083333333333,149.405,0.4033333333333075,0.2688709641579278,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,26903310.565,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,4149.4,4160.0,4064.0,4128.7,91309,376150144.9,20260529,4117.566666666667,4112.0,4123.133333333333,4123.133333333333,4112.0,11.133333333333212,0.2696571156376877,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,0.6666666666666666,6,182015423.4,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RADIOCITY,EQ,MUSIC BROADCAST LIMITED,6.24,6.24,6.01,6.15,29842,182195.38,20260529,6.133333333333333,6.125,6.141666666666666,6.141666666666666,6.125,0.0166666666666657,0.2710027100270848,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,199152.195,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANAKSIA,EQ,MANAKSIA LTD.,63.25,64.8,62.0,63.66,41459,2631881.42,20260529,63.48666666666666,63.4,63.57333333333332,63.57333333333332,63.4,0.1733333333333178,0.2722798198764025,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,3152987.37,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD,881.95,905.15,877.9,895.2,238733,213482180.65,20260529,892.75,891.525,893.975,893.975,891.525,2.450000000000045,0.2736818588025073,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,238083025.125,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SANOFICONR,EQ,SANOFI CONS HEALTHC IND L,4595.0,4639.0,4500.0,4588.5,7747,35423277.2,20260529,4575.833333333333,4569.5,4582.166666666666,4582.166666666666,4569.5,12.66666666666606,0.2760524499654802,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,33963456.7,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IMFA,EQ,INDIAN METALS & FERRO,1485.0,1491.9,1388.1,1446.2,532050,765082788.3,20260529,1442.0666666666666,1440.0,1444.1333333333332,1444.1333333333332,1440.0,4.133333333333212,0.2858064813534236,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,6,359770287.75,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JUBLPHARMA,EQ,JUBILANT PHARMOVA LTD,993.0,1002.65,978.55,995.0,149716,148633403.0,20260529,992.0666666666666,990.6,993.5333333333332,993.5333333333332,990.6,2.933333333333394,0.2948073701842607,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.5,6,131577475.1,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CLEANMAX,EQ,CLEAN MAX ENVIRO EN SOL L,1097.2,1131.8,1078.1,1109.9,225047,248958186.9,20260529,1106.6,1104.9499999999998,1108.25,1108.25,1104.9499999999998,3.300000000000182,0.2973240832507596,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,213621432.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THELEELA,EQ,LEELA PALACES HOTEL LTD,415.0,416.5,406.55,413.4,217614,89952584.5,20260529,412.1499999999999,411.525,412.7749999999999,412.7749999999999,411.525,1.2499999999998863,0.3023705853894258,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,0.5,6,95597884.575,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SINTERCOM,EQ,SINTERCOM INDIA LIMITED,72.8,76.1,72.8,74.79,2279,171385.16,20260529,74.56333333333333,74.44999999999999,74.67666666666668,74.67666666666668,74.44999999999999,0.2266666666666879,0.3030708205197057,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.1666666666666666,6,858500.55,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AVL,EQ,ADITYA VISION LIMITED,535.0,542.7,522.05,534.85,185105,98544400.5,20260529,533.1999999999999,532.375,534.0249999999999,534.0249999999999,532.375,1.6499999999998636,0.3084977096381908,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,6,142832652.55,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JINDALSAW,EQ,JINDAL SAW LIMITED,248.0,251.7,240.18,247.09,4042280,994454651.36,20260529,246.32333333333332,245.94,246.7066666666667,246.7066666666667,245.94,0.7666666666667084,0.3102783061502725,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.5,6,365563249.11,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMBER,EQ,AMBER ENTERPRISES (I) LTD,7574.0,7749.0,7410.0,7615.0,486302,3708767329.0,20260529,7591.333333333333,7579.5,7603.166666666666,7603.166666666666,7579.5,23.66666666666606,0.3107901072444656,Moderate,Bullish,Above CPR,Cash Only,Consumer Durables,False,False,0.3333333333333333,6,3335604139.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MADHUCON,EQ,MADHUCON PROJECTS LTD.,5.24,5.49,5.18,5.36,18211,96711.8,20260529,5.343333333333334,5.335,5.351666666666668,5.351666666666668,5.335,0.0166666666666674,0.3109452736318562,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,215654.805,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LTF,EQ,L&T FINANCE LIMITED,285.0,289.4,281.1,286.6,10147089,2903970432.55,20260529,285.7,285.25,286.15,286.15,285.25,0.8999999999999773,0.314026517794828,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.5,6,1460101681.45,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WAAREEENER,EQ,WAAREE ENERGIES LIMITED,3145.0,3180.0,3071.9,3140.8,3943932,12365884659.9,20260529,3130.9,3125.95,3135.8500000000004,3135.8500000000004,3125.95,9.900000000000546,0.3152063168619634,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.1666666666666666,6,4288158113.75,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TATAINVEST,EQ,TATA INVESTMENT CORP LTD,689.8,694.75,679.0,690.15,506368,347811144.7,20260529,687.9666666666667,686.875,689.0583333333334,689.0583333333334,686.875,2.183333333333394,0.3163563476539004,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.6666666666666666,6,247696098.625,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ROHLTD,EQ,ROYAL ORCHID HOTELS LTD,330.0,340.6,330.0,336.9,69958,23552817.75,20260529,335.8333333333333,335.3,336.3666666666666,336.3666666666666,335.3,1.066666666666606,0.3166122489363627,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.8333333333333334,6,14295691.375,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FCL,EQ,FINEOTEX CHEMICAL LIMITED,39.34,40.89,38.71,39.99,28513505,1139701704.24,20260529,39.86333333333334,39.8,39.92666666666668,39.92666666666668,39.8,0.1266666666666793,0.3167458531299809,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,1165599666.49,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VINNY,EQ,VINNY OVERSEAS LIMITED,1.08,1.08,1.01,1.05,474041,495486.38,20260529,1.0466666666666666,1.045,1.0483333333333331,1.0483333333333331,1.045,0.0033333333333334,0.3174603174603247,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,6,486302.73,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WELCORP,EQ,WELSPUN CORP LIMITED,1369.2,1394.8,1345.8,1376.9,1914364,2644728651.2,20260529,1372.5,1370.3,1374.7,1374.7,1370.3,4.400000000000091,0.3195584283535544,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.6666666666666666,6,1462709174.6999998,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
